Mnemonic,Description,,"Std Chg","CPT or HCPC ","Rev Code","Inpt or Outpt","Aetna Commercial","AllWays Commercial","AllWays MassHealth","Beacon Commercial","Beacon Medicaid","Beacon Medicare","BCBSMA HMO Commercial","BCBSMA IND Commercial","BCBSMA PPO Commercial",BMCHNP,"CDPHP Commercial","CIGNA Commercial","Connecticare Commercial","FALLON Commercial","Fallon MCRHMO","Fallon Navicare","First Health Coventry",HPHC,HNE,"HNE MCRHMO",Multiplan,MVP,"Self Pay","Tufts Public Plan Masshealth & QHP Subsidized","Tufts Public Plan QHP Non Subsidized",Tufts,Unicare,United,"United Optum BH Commercial","United Optum BH Medicaid",Min,Max
2500000001,"Psych Icu-Semi Private","Facility ",2457,,0204,IP,2184.273,N/A,N/A,2211.3,1629.61,1595,Grouper,Grouper,Grouper,N/A,2211.3,N/A,N/A,N/A,N/A,N/A,2334.15,N/A,1513,Grouper,2211.3,2211.3,2334.15,1501.2269999999999,1717.443,940,N/A,N/A,1550,1250,940,2334.15
2550000000,"Cltx Rad Shft Fx w/o Manip",Clinic,236,25500,0510,OP,209.804,206.4764,87.32,N/A,N/A,N/A,139.0512,149.388,146.4144,543.847351112472,212.4,212.4,224.2,219.48000000000002,265.3903543528692,303.30326211756477,219.48000000000002,224.2,178.8408,290.6656261959996,212.4,212.4,224.2,144.196,164.964,200.6,139.23999999999998,212.4,N/A,N/A,87.32,543.847351112472
2550500000,"Cltx Rad Shft Fx w/Manip",Clinic,553,25505,0510,OP,491.617,483.8197,204.60999999999999,N/A,N/A,N/A,325.82759999999996,350.049,343.08119999999997,543.847351112472,497.7,497.7,525.35,514.2900000000001,1668.0585679289534,1906.352649061661,514.2900000000001,525.35,419.0634,1826.9212886840917,497.7,497.7,525.35,337.883,386.54699999999997,470.05,326.27,497.7,N/A,N/A,204.60999999999999,1906.352649061661
2553000000,"Cltx Ulnar Shft Fx w/o Manip",Clinic,226,25530,0510,OP,200.91400000000002,197.7274,83.62,N/A,N/A,N/A,133.1592,143.058,140.2104,543.847351112472,203.4,203.4,214.7,210.18,265.3903543528692,303.30326211756477,210.18,214.7,171.2628,290.6656261959996,203.4,203.4,214.7,138.08599999999998,157.974,192.1,133.34,203.4,N/A,N/A,83.62,543.847351112472
2553500000,"Cltx Ulnar Shft Fx w/Manip",Clinic,537,25535,0510,OP,477.39300000000003,469.8213,198.69,N/A,N/A,N/A,316.4004,339.921,333.15479999999997,543.847351112472,483.3,483.3,510.15,499.41,265.3903543528692,303.30326211756477,499.41,510.15,406.9386,290.6656261959996,483.3,483.3,510.15,328.10699999999997,375.363,456.45,316.83,483.3,N/A,N/A,198.69,543.847351112472
2556000000,"Cltx Ulnar Shft Fx w/o Manip",Clinic,241,25560,0510,OP,214.249,210.8509,89.17,N/A,N/A,N/A,141.9972,152.553,149.51639999999998,543.847351112472,216.9,216.9,228.95,224.13000000000002,265.3903543528692,303.30326211756477,224.13000000000002,228.95,182.62980000000002,290.6656261959996,216.9,216.9,228.95,147.251,168.459,204.85,142.19,216.9,N/A,N/A,89.17,543.847351112472
2556500000,"Cltx Ulnar Shft Fx w/Manip",Clinic,563,25565,0510,OP,500.507,492.5687,208.31,N/A,N/A,N/A,331.71959999999996,356.379,349.2852,543.847351112472,506.7,506.7,534.85,523.59,1668.0585679289534,1906.352649061661,523.59,534.85,426.64140000000003,1826.9212886840917,506.7,506.7,534.85,343.993,393.537,478.55,332.16999999999996,506.7,N/A,N/A,208.31,1906.352649061661
2560000000,"Cltx Dstl Rad Fx w/o Manip",Clinic,285,25600,0510,OP,253.365,249.3465,105.45,N/A,N/A,N/A,167.922,180.405,176.814,543.847351112472,256.5,256.5,270.75,265.05,265.3903543528692,303.30326211756477,265.05,270.75,215.973,290.6656261959996,256.5,256.5,270.75,174.135,199.21499999999997,242.25,168.14999999999998,256.5,N/A,N/A,105.45,543.847351112472
2560500000,"Cltx Sep From forearm w/Manj",Clinic,585,25605,0510,OP,520.065,511.8165,216.45,N/A,N/A,N/A,344.68199999999996,370.305,362.93399999999997,543.847351112472,526.5,526.5,555.75,544.0500000000001,1668.0585679289534,1906.352649061661,544.0500000000001,555.75,443.31300000000005,1826.9212886840917,526.5,526.5,555.75,357.435,408.91499999999996,497.25,345.15,526.5,N/A,N/A,216.45,1906.352649061661
2562200000,"Cltx Wrist Fx w/o Manip",Clinic,162,25622,0510,OP,144.018,141.7338,59.94,N/A,N/A,N/A,95.45039999999999,102.546,100.50479999999999,543.847351112472,145.8,145.8,153.9,150.66,265.3903543528692,303.30326211756477,150.66,153.9,122.76360000000001,290.6656261959996,145.8,145.8,153.9,98.982,113.238,137.7,95.58,145.8,N/A,N/A,59.94,543.847351112472
2566000000,"Treat Wrist Dislocation",Clinic,456,25660,0510,OP,405.384,398.9544,168.72,N/A,N/A,N/A,268.67519999999996,288.648,282.9024,543.847351112472,410.40000000000003,410.40000000000003,433.2,424.08000000000004,265.3903543528692,303.30326211756477,424.08000000000004,433.2,345.5568,290.6656261959996,410.40000000000003,410.40000000000003,433.2,278.616,318.74399999999997,387.59999999999997,269.03999999999996,410.40000000000003,N/A,N/A,168.72,543.847351112472
2601000000,"Drain Fngr Abscess; Simple",Clinic,1016,26010,0510,OP,903.224,888.8984,375.92,N/A,N/A,N/A,598.6271999999999,643.128,630.3263999999999,263.28720438782165,914.4,914.4,965.1999999999999,944.88,215.03867197143245,245.7584822530656,944.88,965.1999999999999,769.9248,235.5185454925212,914.4,914.4,965.1999999999999,620.776,710.184,863.6,599.4399999999999,914.4,N/A,N/A,215.03867197143245,965.1999999999999
2602000000,"Drain Hand Tndn Sheath ea",Clinic,439,26020,0510,OP,390.271,384.0811,162.43,N/A,N/A,N/A,258.6588,277.887,272.3556,1489.4783609294402,395.1,395.1,417.04999999999995,408.27000000000004,3368.939194219108,3850.2162219646943,408.27000000000004,417.04999999999995,332.6742,3689.7905460494985,395.1,395.1,417.04999999999995,268.229,306.861,373.15,259.01,395.1,N/A,N/A,162.43,3850.2162219646943
2605500000,"Tendon Sheath Incision",Clinic,337,26055,0510,OP,299.593,294.8413,124.69,N/A,N/A,N/A,198.5604,213.321,209.07479999999998,1489.4783609294402,303.3,303.3,320.15,313.41,1668.0585679289534,1906.352649061661,313.41,320.15,255.3786,1826.9212886840917,303.3,303.3,320.15,205.90699999999998,235.563,286.45,198.82999999999998,303.3,N/A,N/A,124.69,1906.352649061661
2616000000,"Exc Les Tdn Shth/Jt Cpsl H/Fgr",Clinic,642,26160,0510,OP,570.738,561.6858,237.54,N/A,N/A,N/A,378.2664,406.386,398.29679999999996,1489.4783609294402,577.8000000000001,577.8000000000001,609.9,597.0600000000001,1668.0585679289534,1906.352649061661,597.0600000000001,609.9,486.5076,1826.9212886840917,577.8000000000001,577.8000000000001,609.9,392.262,448.758,545.6999999999999,378.78,577.8000000000001,N/A,N/A,237.54,1906.352649061661
2640000001,"Implant Venous Access-Ext","Facility ",158.69,26400,0264,OP,141.07541,138.837881,58.7153,N/A,N/A,N/A,93.500148,100.45077,98.451276,N/A,142.821,142.821,150.75549999999998,147.5817,N/A,N/A,147.5817,150.75549999999998,120.25528200000001,N/A,142.821,142.821,150.75549999999998,96.95958999999999,110.92430999999999,134.88649999999998,93.6271,142.821,N/A,N/A,58.7153,150.75549999999998
2641000000,"Rpr Ext Tend Hnd w/o Grft ea",Clinic,593,26410,0510,OP,527.177,518.8157,219.41,N/A,N/A,N/A,349.39559999999994,375.369,367.8972,1489.4783609294402,533.7,533.7,563.35,551.49,1668.0585679289534,1906.352649061661,551.49,563.35,449.3754,1826.9212886840917,533.7,533.7,563.35,362.323,414.50699999999995,504.05,349.87,533.7,N/A,N/A,219.41,1906.352649061661
2641800000,"Rpr Tndn Fngr w/o Grft ea",Clinic,836,26418,0510,OP,743.2040000000001,731.4164,309.32,N/A,N/A,N/A,492.5712,529.188,518.6544,1489.4783609294402,752.4,752.4,794.1999999999999,777.48,1668.0585679289534,1906.352649061661,777.48,794.1999999999999,633.5208,1826.9212886840917,752.4,752.4,794.1999999999999,510.796,584.3639999999999,710.6,493.23999999999995,752.4,N/A,N/A,309.32,1906.352649061661
2660000000,"Cltx Mtcrpl No Manip ea Bone",Clinic,281,26600,0510,OP,249.809,245.8469,103.97,N/A,N/A,N/A,165.56519999999998,177.873,174.33239999999998,543.847351112472,252.9,252.9,266.95,261.33000000000004,265.3903543528692,303.30326211756477,261.33000000000004,266.95,212.9418,290.6656261959996,252.9,252.9,266.95,171.691,196.41899999999998,238.85,165.79,252.9,N/A,N/A,103.97,543.847351112472
2660500000,"Cltx Mtcrpl w/Manip ea Bone",Clinic,377,26605,0510,OP,335.153,329.8373,139.49,N/A,N/A,N/A,222.12839999999997,238.641,233.89079999999998,543.847351112472,339.3,339.3,358.15,350.61,265.3903543528692,303.30326211756477,350.61,358.15,285.6906,290.6656261959996,339.3,339.3,358.15,230.347,263.52299999999997,320.45,222.42999999999998,339.3,N/A,N/A,139.49,543.847351112472
2672000000,"CLTX Fngr/Thmb Fx w/o Manj",Clinic,188,26720,0510,OP,167.132,164.4812,69.56,N/A,N/A,N/A,110.7696,119.004,116.6352,543.847351112472,169.20000000000002,169.20000000000002,178.6,174.84,265.3903543528692,303.30326211756477,174.84,178.6,142.4664,290.6656261959996,169.20000000000002,169.20000000000002,178.6,114.868,131.41199999999998,159.79999999999998,110.91999999999999,169.20000000000002,N/A,N/A,69.56,543.847351112472
2672500000,"Cltx Fngr/Thmb FX Dislc w/Manj",Clinic,303,26725,0510,OP,269.367,265.0947,112.11,N/A,N/A,N/A,178.52759999999998,191.799,187.98119999999997,543.847351112472,272.7,272.7,287.84999999999997,281.79,265.3903543528692,303.30326211756477,281.79,287.84999999999997,229.6134,290.6656261959996,272.7,272.7,287.84999999999997,185.133,211.797,257.55,178.76999999999998,272.7,N/A,N/A,112.11,543.847351112472
2674600000,"Cltx Artcl Fngr/Hnd/Jt w/Fixtn",Clinic,716,26746,0510,OP,636.524,626.4284,264.92,N/A,N/A,N/A,421.86719999999997,453.228,444.2064,2993.5385898461304,644.4,644.4,680.1999999999999,665.88,3368.939194219108,3850.2162219646943,665.88,680.1999999999999,542.5848,3689.7905460494985,644.4,644.4,680.1999999999999,437.476,500.484,608.6,422.44,644.4,N/A,N/A,264.92,3850.2162219646943
2675500000,"Cltx Distal Fingr/Thmb w/Manj",Clinic,336,26755,0510,OP,298.704,293.9664,124.32,N/A,N/A,N/A,197.97119999999998,212.688,208.4544,543.847351112472,302.40000000000003,302.40000000000003,319.2,312.48,265.3903543528692,303.30326211756477,312.48,319.2,254.6208,290.6656261959996,302.40000000000003,302.40000000000003,319.2,205.296,234.86399999999998,285.59999999999997,198.23999999999998,302.40000000000003,N/A,N/A,124.32,543.847351112472
2676500000,"Optx Fngr FX ea",Clinic,434,26765,0510,OP,385.826,379.7066,160.57999999999998,N/A,N/A,N/A,255.7128,274.722,269.2536,2993.5385898461304,390.6,390.6,412.29999999999995,403.62,3368.939194219108,3850.2162219646943,403.62,412.29999999999995,328.8852,3689.7905460494985,390.6,390.6,412.29999999999995,265.174,303.366,368.9,256.06,390.6,N/A,N/A,160.57999999999998,3850.2162219646943
2695100000,"Amp Fngr/Thmb Pmry/Scndry",Clinic,643,26951,0510,OP,571.627,562.5607,237.91,N/A,N/A,N/A,378.8556,407.019,398.9172,1489.4783609294402,578.7,578.7,610.85,597.99,3368.939194219108,3850.2162219646943,597.99,610.85,487.2654,3689.7905460494985,578.7,578.7,610.85,392.873,449.457,546.55,379.37,578.7,N/A,N/A,237.91,3850.2162219646943
2695200000,"Amp F/Th Jt/Phalanx Flaps",Clinic,674,26952,0510,OP,599.186,589.6826,249.38,N/A,N/A,N/A,397.1208,426.642,418.14959999999996,2256.6222999325105,606.6,606.6,640.3,626.82,3368.939194219108,3850.2162219646943,626.82,640.3,510.7572,3689.7905460494985,606.6,606.6,640.3,411.81399999999996,471.126,572.9,397.65999999999997,606.6,N/A,N/A,249.38,3850.2162219646943
2709300000,"Inj For Hip XR; w/o Anesthesia","Facility ",328.28,27093,320,OP,291.84092,287.21217199999995,121.46359999999999,N/A,N/A,N/A,193.42257599999996,207.80123999999998,203.66491199999996,788.6725337996977,295.452,295.452,311.866,305.30039999999997,N/A,N/A,305.30039999999997,311.866,248.77058399999999,N/A,295.452,295.452,311.866,200.57907999999998,229.46771999999996,279.03799999999995,193.68519999999998,295.452,N/A,N/A,121.46359999999999,788.6725337996977
2709600000,"Inject Sacroiliac Joint",Clinic,179,27096,0510,OP,159.131,156.6071,66.23,N/A,N/A,N/A,105.46679999999999,113.307,111.0516,560.1815465831689,161.1,161.1,170.04999999999998,166.47,N/A,N/A,166.47,170.04999999999998,135.6462,N/A,161.1,161.1,170.04999999999998,109.369,125.121,152.15,105.61,161.1,N/A,N/A,66.23,560.1815465831689
2722000000,"Cltx Hip Scket Fx w/o Manj",Clinic,569,27220,0510,OP,505.841,497.8181,210.53,N/A,N/A,N/A,335.2548,360.177,353.00759999999997,543.847351112472,512.1,512.1,540.55,529.1700000000001,265.3903543528692,303.30326211756477,529.1700000000001,540.55,431.1882,290.6656261959996,512.1,512.1,540.55,347.659,397.731,483.65,335.71,512.1,N/A,N/A,210.53,543.847351112472
2733700000,"Exc Thigh/Knee Les Sc 3 Cm/>",Clinic,441,27337,0510,OP,392.049,385.8309,163.17,N/A,N/A,N/A,259.8372,279.153,273.59639999999996,N/A,396.90000000000003,396.90000000000003,418.95,410.13,2853.8188132682594,3261.5072151637246,410.13,418.95,334.1898,3125.611081198569,396.90000000000003,396.90000000000003,418.95,269.451,308.25899999999996,374.84999999999997,260.19,396.90000000000003,N/A,N/A,163.17,3261.5072151637246
2750000001,"Defib Viva S Crt-D Dtbb1D1","Facility ",39692.71,27500,0275,OP,35286.81919,34727.151979,14686.3027,N/A,N/A,N/A,23386.944731999996,25125.48543,24625.357283999998,543.847351112472,35723.439,35723.439,37708.074499999995,36914.2203,265.3903543528692,303.30326211756477,36914.2203,37708.074499999995,30079.135638,290.6656261959996,35723.439,35723.439,37708.074499999995,24252.24581,27745.204289999998,33738.8035,23418.6989,35723.439,N/A,N/A,265.3903543528692,37708.074499999995
2753000000,"Cltx Knee FX Prox w/o Manj",Clinic,333,27530,0510,OP,296.037,291.3417,123.21,N/A,N/A,N/A,196.2036,210.78900000000002,206.5932,543.847351112472,299.7,299.7,316.34999999999997,309.69,265.3903543528692,303.30326211756477,309.69,316.34999999999997,252.34740000000002,290.6656261959996,299.7,299.7,316.34999999999997,203.463,232.767,283.05,196.47,299.7,N/A,N/A,123.21,543.847351112472
2775000000,"Cltx Tibial Shaft FX w/o Manj",Clinic,338,27750,0510,OP,300.482,295.7162,125.06,N/A,N/A,N/A,199.1496,213.954,209.69519999999997,543.847351112472,304.2,304.2,321.09999999999997,314.34000000000003,265.3903543528692,303.30326211756477,314.34000000000003,321.09999999999997,256.13640000000004,290.6656261959996,304.2,304.2,321.09999999999997,206.518,236.26199999999997,287.3,199.42,304.2,N/A,N/A,125.06,543.847351112472
2775200000,"Cltx Tibial Shaft FX w/Manj",Clinic,588,27752,0510,OP,522.732,514.4412,217.56,N/A,N/A,N/A,346.4496,372.204,364.79519999999997,543.847351112472,529.2,529.2,558.6,546.84,1668.0585679289534,1906.352649061661,546.84,558.6,445.5864,1826.9212886840917,529.2,529.2,558.6,359.268,411.012,499.8,346.91999999999996,529.2,N/A,N/A,217.56,1906.352649061661
2776800000,"CLTX POST ANKLE FX W/MNPJ",Clinic,503,27768,0510,OP,447.16700000000003,440.0747,186.10999999999999,N/A,N/A,N/A,296.3676,318.399,312.0612,543.847351112472,452.7,452.7,477.84999999999997,467.79,1668.0585679289534,1906.352649061661,467.79,477.84999999999997,381.1734,1826.9212886840917,452.7,452.7,477.84999999999997,307.33299999999997,351.597,427.55,296.77,452.7,N/A,N/A,186.10999999999999,1906.352649061661
2778800000,"Cltx Dstl Ankle FX w/Manj",Clinic,454,27788,0510,OP,403.606,397.2046,167.98,N/A,N/A,N/A,267.49679999999995,287.382,281.66159999999996,543.847351112472,408.6,408.6,431.29999999999995,422.22,265.3903543528692,303.30326211756477,422.22,431.29999999999995,344.0412,290.6656261959996,408.6,408.6,431.29999999999995,277.394,317.346,385.9,267.86,408.6,N/A,N/A,167.98,543.847351112472
2780000015,"Essure Birth Con System","Facility ",10838.8,A4264,0278,OP,9635.6932,9482.866119999999,4010.3559999999998,N/A,N/A,N/A,6386.220959999999,6860.9604,6724.391519999999,N/A,9754.92,9754.92,10296.859999999999,10080.084,N/A,N/A,10080.084,10296.859999999999,8213.64264,N/A,9754.92,9754.92,10296.859999999999,6622.506799999999,7576.321199999999,9212.98,6394.891999999999,9754.92,N/A,N/A,4010.3559999999998,10296.859999999999
2780800000,"Cltx Dstl Ankle FX w/o Manj",Clinic,358,27808,0510,OP,318.262,313.2142,132.46,N/A,N/A,N/A,210.93359999999998,226.614,222.1032,543.847351112472,322.2,322.2,340.09999999999997,332.94,265.3903543528692,303.30326211756477,332.94,340.09999999999997,271.2924,290.6656261959996,322.2,322.2,340.09999999999997,218.738,250.242,304.3,211.22,322.2,N/A,N/A,132.46,543.847351112472
2781000000,"Cltx Ankle FX w/Manj",Clinic,518,27810,0510,OP,460.502,453.1982,191.66,N/A,N/A,N/A,305.20559999999995,327.894,321.36719999999997,543.847351112472,466.2,466.2,492.09999999999997,481.74,1668.0585679289534,1906.352649061661,481.74,492.09999999999997,392.54040000000003,1826.9212886840917,466.2,466.2,492.09999999999997,316.498,362.082,440.3,305.62,466.2,N/A,N/A,191.66,1906.352649061661
2783000000,"Treat Lower Leg Dislocation",Clinic,436,27830,0510,OP,387.604,381.45640000000003,161.32,N/A,N/A,N/A,256.89119999999997,275.988,270.4944,543.847351112472,392.40000000000003,392.40000000000003,414.2,405.48,265.3903543528692,303.30326211756477,405.48,414.2,330.4008,290.6656261959996,392.40000000000003,392.40000000000003,414.2,266.396,304.76399999999995,370.59999999999997,257.24,392.40000000000003,N/A,N/A,161.32,543.847351112472
2819000000,"Rem FB Foot Subq",Clinic,267,28190,0510,OP,237.363,233.5983,98.78999999999999,N/A,N/A,N/A,157.3164,169.011,165.64679999999998,829.7896465362793,240.3,240.3,253.64999999999998,248.31,750.7312549063237,857.9785770357984,248.31,253.64999999999998,202.3326,822.2294696593067,240.3,240.3,253.64999999999998,163.137,186.63299999999998,226.95,157.53,240.3,N/A,N/A,98.78999999999999,857.9785770357984
2823200000,"Incision Of Toe Tendon",Clinic,445,28232,0510,OP,395.605,389.33050000000003,164.65,N/A,N/A,N/A,262.19399999999996,281.685,276.078,1890.3232727678044,400.5,400.5,422.75,413.85,1668.0585679289534,1906.352649061661,413.85,422.75,337.221,1826.9212886840917,400.5,400.5,422.75,271.895,311.055,378.25,262.55,400.5,N/A,N/A,164.65,1906.352649061661
2823400000,"Incision Tendon Foot/Toe Each",Clinic,461,28234,0510,OP,409.829,403.32890000000003,170.57,N/A,N/A,N/A,271.6212,291.813,286.0044,1890.3232727678044,414.90000000000003,414.90000000000003,437.95,428.73,1668.0585679289534,1906.352649061661,428.73,437.95,349.3458,1826.9212886840917,414.90000000000003,414.90000000000003,437.95,281.671,322.239,391.84999999999997,271.99,414.90000000000003,N/A,N/A,170.57,1906.352649061661
2840000000,"Cltx Heel FX",Clinic,281,28400,0510,OP,249.809,245.8469,103.97,N/A,N/A,N/A,165.56519999999998,177.873,174.33239999999998,543.847351112472,252.9,252.9,266.95,261.33000000000004,265.3903543528692,303.30326211756477,261.33000000000004,266.95,212.9418,290.6656261959996,252.9,252.9,266.95,171.691,196.41899999999998,238.85,165.79,252.9,N/A,N/A,103.97,543.847351112472
2845000000,"Txtsl B Fx NotalUS Calcan Mnp",Clinic,243,28450,0510,OP,216.02700000000002,212.6007,89.91,N/A,N/A,N/A,143.17559999999997,153.819,150.75719999999998,543.847351112472,218.70000000000002,218.70000000000002,230.85,225.99,265.3903543528692,303.30326211756477,225.99,230.85,184.1454,290.6656261959996,218.70000000000002,218.70000000000002,230.85,148.47299999999998,169.857,206.54999999999998,143.37,218.70000000000002,N/A,N/A,89.91,543.847351112472
2906500000,"Apply Long Arm Cast",Clinic,108,29065,0510,OP,96.012,94.4892,39.96,N/A,N/A,N/A,63.633599999999994,68.364,67.00319999999999,242.88510583055285,97.2,97.2,102.6,100.44000000000001,282.83049078593405,323.234846612496,100.44000000000001,102.6,81.8424,309.766728003642,97.2,97.2,102.6,65.988,75.49199999999999,91.8,63.72,97.2,N/A,N/A,39.96,323.234846612496
2907500000,"Apply Short Arm Cast",Clinic,66,29075,0510,OP,58.674,57.7434,24.419999999999998,N/A,N/A,N/A,38.88719999999999,41.778,40.9464,242.88510583055285,59.4,59.4,62.699999999999996,61.38,282.83049078593405,323.234846612496,61.38,62.699999999999996,50.0148,309.766728003642,59.4,59.4,62.699999999999996,40.326,46.134,56.1,38.94,59.4,N/A,N/A,24.419999999999998,323.234846612496
2908500000,"Apply Hand/Wrist Cast",Clinic,304,29085,0510,OP,270.25600000000003,265.9696,112.48,N/A,N/A,N/A,179.11679999999998,192.43200000000002,188.6016,242.88510583055285,273.6,273.6,288.8,282.72,164.58755893758362,188.1000673572384,282.72,288.8,230.37120000000002,180.2625645506868,273.6,273.6,288.8,185.744,212.49599999999998,258.4,179.35999999999999,273.6,N/A,N/A,112.48,288.8
2910500000,"Apply Long Arm Splint",Clinic,98,29105,0510,OP,87.122,85.7402,36.26,N/A,N/A,N/A,57.74159999999999,62.034,60.79919999999999,177.67349019658323,88.2,88.2,93.1,91.14,164.58755893758362,188.1000673572384,91.14,93.1,74.26440000000001,180.2625645506868,88.2,88.2,93.1,59.878,68.502,83.3,57.82,88.2,N/A,N/A,36.26,188.1000673572384
2912500000,"AP Forearm Splint; Static",Clinic,81,29125,0510,OP,72.009,70.8669,29.97,N/A,N/A,N/A,47.725199999999994,51.273,50.252399999999994,177.67349019658323,72.9,72.9,76.95,75.33,134.181665429994,153.350474777136,75.33,76.95,61.381800000000005,146.960871661422,72.9,72.9,76.95,49.491,56.619,68.85,47.79,72.9,N/A,N/A,29.97,177.67349019658323
2926000000,"PT Strap Elbow/Wrist","Facilty ",81.09,29260,0420,OP,72.08901,70.94564100000001,30.0033,N/A,N/A,N/A,47.778228,51.32997,50.308236,177.67349019658323,72.98100000000001,72.98100000000001,77.0355,75.4137,41.144403968085605,47.0221759635264,75.4137,77.0355,61.450002000000005,45.0629186317128,72.98100000000001,72.98100000000001,77.0355,49.54599,56.68191,68.9265,47.8431,72.98100000000001,N/A,N/A,30.0033,177.67349019658323
2928000000,"OT Strapping Hand/Finger","Facilty ",88.89,29280,0430,OP,79.02321,77.769861,32.8893,N/A,N/A,N/A,52.373988,56.26737,55.147355999999995,177.67349019658323,80.001,80.001,84.4455,82.66770000000001,41.144403968085605,47.0221759635264,82.66770000000001,84.4455,67.360842,45.0629186317128,80.001,80.001,84.4455,54.31179,62.13411,75.5565,52.4451,80.001,N/A,N/A,32.8893,177.67349019658323
2934500000,"Apply Long Leg Cast",Clinic,304,29345,0510,OP,270.25600000000003,265.9696,112.48,N/A,N/A,N/A,179.11679999999998,192.43200000000002,188.6016,242.88510583055285,273.6,273.6,288.8,282.72,282.83049078593405,323.234846612496,282.72,288.8,230.37120000000002,309.766728003642,273.6,273.6,288.8,185.744,212.49599999999998,258.4,179.35999999999999,273.6,N/A,N/A,112.48,323.234846612496
2940500000,"Apply Short Leg Cast Knee-Toes",Clinic,80,29405,0510,OP,71.12,69.992,29.6,N/A,N/A,N/A,47.135999999999996,50.64,49.632,242.88510583055285,72,72,76,74.4,282.83049078593405,323.234846612496,74.4,76,60.624,309.766728003642,72,72,76,48.879999999999995,55.919999999999995,68,47.199999999999996,72,N/A,N/A,29.6,323.234846612496
2942500000,"AP Short Leg Cast; Walk AMB",Clinic,88,29425,0510,OP,78.232,76.9912,32.56,N/A,N/A,N/A,51.849599999999995,55.704,54.5952,242.88510583055285,79.2,79.2,83.6,81.84,282.83049078593405,323.234846612496,81.84,83.6,66.6864,309.766728003642,79.2,79.2,83.6,53.768,61.51199999999999,74.8,51.919999999999995,79.2,N/A,N/A,32.56,323.234846612496
2952000000,"PT Strapping Hip","Facilty ",88.89,29520,0420,OP,79.02321,77.769861,32.8893,N/A,N/A,N/A,52.373988,56.26737,55.147355999999995,177.67349019658323,80.001,80.001,84.4455,82.66770000000001,67.7023312273308,77.3740928312352,82.66770000000001,84.4455,67.360842,74.1501722966004,80.001,80.001,84.4455,54.31179,62.13411,75.5565,52.4451,80.001,N/A,N/A,32.8893,177.67349019658323
2953000000,"PT Strapping of Knee","Facilty ",112.44,29530,0420,OP,99.95916,98.373756,41.6028,N/A,N/A,N/A,66.249648,71.17452,69.75777599999999,177.67349019658323,101.196,101.196,106.818,104.56920000000001,134.181665429994,153.350474777136,104.56920000000001,106.818,85.207032,146.960871661422,101.196,101.196,106.818,68.70084,78.59555999999999,95.574,66.33959999999999,101.196,N/A,N/A,41.6028,177.67349019658323
2954000000,"PT Strapping Ankle/Foot","Facilty ",99.85,29540,0420,OP,88.76665,87.35876499999999,36.9445,N/A,N/A,N/A,58.831619999999994,63.20505,61.94693999999999,177.67349019658323,89.865,89.865,94.85749999999999,92.8605,164.58755893758362,188.1000673572384,92.8605,94.85749999999999,75.66633,180.2625645506868,89.865,89.865,94.85749999999999,61.00834999999999,69.79514999999999,84.87249999999999,58.9115,89.865,N/A,N/A,36.9445,188.1000673572384
2955000000,"PT Strapping Toes","Facilty ",77.5,29550,0420,OP,68.89750000000001,67.80475,28.675,N/A,N/A,N/A,45.663,49.0575,48.080999999999996,177.67349019658323,69.75,69.75,73.625,72.075,67.7023312273308,77.3740928312352,72.075,73.625,58.7295,74.1501722966004,69.75,69.75,73.625,47.3525,54.1725,65.875,45.724999999999994,69.75,N/A,N/A,28.675,177.67349019658323
2958000000,"Appl Of Paste/Unna Boot",Clinic,61,29580,0510,OP,54.229,53.368900000000004,22.57,N/A,N/A,N/A,35.941199999999995,38.613,37.8444,242.88510583055285,54.9,54.9,57.949999999999996,56.730000000000004,164.58755893758362,188.1000673572384,56.730000000000004,57.949999999999996,46.2258,180.2625645506868,54.9,54.9,57.949999999999996,37.271,42.638999999999996,51.85,35.989999999999995,54.9,N/A,N/A,22.57,242.88510583055285
3011500000,"Rmvl Nose Polyps",Clinic,475,30115,0510,OP,422.27500000000003,415.5775,175.75,N/A,N/A,N/A,279.86999999999995,300.675,294.69,1677.8535653999281,427.5,427.5,451.25,441.75,3223.5218650665583,3684.024988647495,441.75,451.25,359.95500000000004,3530.523947453849,427.5,427.5,451.25,290.22499999999997,332.025,403.75,280.25,427.5,N/A,N/A,175.75,3684.024988647495
3090100000,"Cntrl Nasal Hem; Simple",Clinic,63,30901,0510,OP,56.007,55.118700000000004,23.31,N/A,N/A,N/A,37.1196,39.879,39.0852,189.62686695866404,56.7,56.7,59.849999999999994,58.59,134.181665429994,153.350474777136,58.59,59.849999999999994,47.7414,146.960871661422,56.7,56.7,59.849999999999994,38.493,44.037,53.55,37.169999999999995,56.7,N/A,N/A,23.31,189.62686695866404
3150200000,"Trach Tube Chge Prior To Fstla",Clinic,47,31502,0410,OP,41.783,41.1203,17.39,N/A,N/A,N/A,27.6924,29.751,29.1588,189.62686695866404,42.300000000000004,42.300000000000004,44.65,43.71,250.61495940444604,286.41709646222404,43.71,44.65,35.6166,274.483050776298,42.300000000000004,42.300000000000004,44.65,28.717,32.852999999999994,39.949999999999996,27.729999999999997,42.300000000000004,N/A,N/A,17.39,286.41709646222404
